swi_issue_id,issue_name,Year,Quarter,lobbying_expenses
49,Health Systems/Hospital Systems,2013,2,465576903
49,Health Systems/Hospital Systems,2014,1,512120961
50,FCPA/Foreign Corrupt Practices Act,2013,4,179943716
50,FCPA/Foreign Corrupt Practices Act,2014,3,193510501
50,FCPA/Foreign Corrupt Practices Act,2015,2,165711751
17,Foreign Trade,2010,1,290098200
17,Foreign Trade,2010,4,283396476
17,Foreign Trade,2011,3,240623754
17,Foreign Trade,2012,2,279540803
17,Foreign Trade,2013,1,295154974
18,International Affairs and Foreign Aid,2020,4,71945337
18,International Affairs and Foreign Aid,2021,3,71827220
18,International Affairs and Foreign Aid,2022,2,81903805
18,International Affairs and Foreign Aid,2023,1,87581436
18,International Affairs and Foreign Aid,2023,4,93502038
18,International Affairs and Foreign Aid,2024,3,82864630
19,Government Operations,2010,1,489278744
19,Government Operations,2010,4,511086510
19,Government Operations,2011,3,469621625
19,Government Operations,2012,2,512476624
19,Government Operations,2013,1,488755755
19,Government Operations,2013,4,501171945
19,Government Operations,2014,3,475230189
19,Government Operations,2015,2,489030837
19,Government Operations,2016,1,506406593
19,Government Operations,2016,4,467798126
19,Government Operations,2017,3,504091240
19,Government Operations,2018,2,546986832
19,Government Operations,2019,1,526629421
21,Culture,2013,4,4595521
21,Culture,2014,3,6568369
21,Culture,2015,2,4190531
21,Culture,2016,1,6086208
21,Culture,2016,4,5464560
21,Culture,2017,3,6262690
21,Culture,2018,2,7425139
21,Culture,2019,1,5447399
21,Culture,2019,4,6136990
21,Culture,2020,3,10216959
21,Culture,2021,2,16173702
21,Culture,2022,1,13920983
21,Culture,2022,4,10149730
21,Culture,2023,3,11425804
21,Culture,2024,2,10914552
46,Pharmaceuticals/Drugs,2010,2,75556907
46,Pharmaceuticals/Drugs,2011,1,69003716
46,Pharmaceuticals/Drugs,2011,4,81851154
46,Pharmaceuticals/Drugs,2012,3,59707072
46,Pharmaceuticals/Drugs,2013,2,56561183
46,Pharmaceuticals/Drugs,2014,1,61205313
46,Pharmaceuticals/Drugs,2014,4,60204564
46,Pharmaceuticals/Drugs,2015,3,58325358
46,Pharmaceuticals/Drugs,2016,2,57805284
46,Pharmaceuticals/Drugs,2017,1,63352680
47,Biotechnology,2024,4,148388579
48,Intellectual Property,2011,4,187772005
48,Intellectual Property,2012,3,154186835
48,Intellectual Property,2013,2,161119491
48,Intellectual Property,2014,1,228784532
48,Intellectual Property,2014,4,188450753
48,Intellectual Property,2015,3,215093905
48,Intellectual Property,2016,2,203452522
48,Intellectual Property,2017,1,182065354
48,Intellectual Property,2017,4,182705496
48,Intellectual Property,2018,3,178707922
48,Intellectual Property,2019,2,163518705
48,Intellectual Property,2020,1,186290986
48,Intellectual Property,2020,4,171542510
48,Intellectual Property,2021,3,168412599
48,Intellectual Property,2022,2,179855297
48,Intellectual Property,2023,1,157506033
49,Health Systems/Hospital Systems,2010,1,705568371
50,FCPA/Foreign Corrupt Practices Act,2017,4,241143531
53,Drug Discount Programs,2021,1,156794616
53,Drug Discount Programs,2021,4,154828773
53,Drug Discount Programs,2022,3,183590600
53,Drug Discount Programs,2023,2,158476981
53,Drug Discount Programs,2024,1,189334016
53,Drug Discount Programs,2024,4,182095547
54,Center for Medicare Services (CMS),2021,4,314592848
54,Center for Medicare Services (CMS),2022,3,329906123
54,Center for Medicare Services (CMS),2023,2,305978187
54,Center for Medicare Services (CMS),2024,1,363953686
54,Center for Medicare Services (CMS),2024,4,295568434
55,Biologics,2010,2,75556907
55,Biologics,2011,1,69003716
55,Biologics,2011,4,81851154
55,Biologics,2012,3,59707072
55,Biologics,2013,2,56561183
55,Biologics,2014,1,61205313
55,Biologics,2014,4,60204564
55,Biologics,2015,3,58325358
55,Biologics,2016,2,57805284
55,Biologics,2017,1,63352680
55,Biologics,2017,4,56996939
55,Biologics,2018,3,62266683
55,Biologics,2019,2,69243176
55,Biologics,2020,1,77564956
56,Biogenerics,2011,4,81851154
56,Biogenerics,2012,3,59707072
56,Biogenerics,2013,2,56561183
56,Biogenerics,2014,1,61205313
56,Biogenerics,2014,4,60204564
56,Biogenerics,2015,3,58325358
56,Biogenerics,2016,2,57805284
56,Biogenerics,2017,1,63352680
56,Biogenerics,2017,4,56996939
56,Biogenerics,2018,3,62266683
56,Biogenerics,2019,2,69243176
56,Biogenerics,2020,1,77564956
56,Biogenerics,2020,4,69900638
56,Biogenerics,2021,3,65549209
56,Biogenerics,2022,2,72260268
56,Biogenerics,2023,1,88161930
57,MRNA/MRNA Vaccines,2010,1,127544282
58,Medicare Part D,2010,1,260938988
58,Medicare Part D,2010,4,260854031
58,Medicare Part D,2011,3,202522762
58,Medicare Part D,2012,2,187756713
58,Medicare Part D,2013,1,202909376
59,Generic Drugs/Pharmaceuticals,2017,4,170741038
59,Generic Drugs/Pharmaceuticals,2018,3,177327445
59,Generic Drugs/Pharmaceuticals,2019,2,185587558
59,Generic Drugs/Pharmaceuticals,2020,1,190347876
59,Generic Drugs/Pharmaceuticals,2020,4,184402898
59,Generic Drugs/Pharmaceuticals,2021,3,145319697
59,Generic Drugs/Pharmaceuticals,2022,2,163606076
59,Generic Drugs/Pharmaceuticals,2023,1,200054478
59,Generic Drugs/Pharmaceuticals,2023,4,182911587
59,Generic Drugs/Pharmaceuticals,2024,3,195228816
60,Orphan Drugs,2020,4,69900638
60,Orphan Drugs,2021,3,65549209
60,Orphan Drugs,2022,2,72260268
60,Orphan Drugs,2023,1,88161930
60,Orphan Drugs,2023,4,81500519
60,Orphan Drugs,2024,3,79948275
61,Pharmaceutical Clinical Trials,2010,4,166428181
61,Pharmaceutical Clinical Trials,2011,3,132062222
61,Pharmaceutical Clinical Trials,2012,2,161504261
61,Pharmaceutical Clinical Trials,2013,1,131409820
61,Pharmaceutical Clinical Trials,2013,4,141018066
61,Pharmaceutical Clinical Trials,2014,3,155659534
16,"Space, Science, Technology, and Communications",2013,2,451207414
16,"Space, Science, Technology, and Communications",2014,1,552029861
18,International Affairs and Foreign Aid,2024,4,86344874
19,Government Operations,2019,4,510342276
19,Government Operations,2020,3,553453740
19,Government Operations,2021,2,532077673
19,Government Operations,2022,1,639695361
19,Government Operations,2022,4,597547922
19,Government Operations,2023,3,520653790
19,Government Operations,2024,2,562972749
20,Public Lands and Water Management,2014,4,112767539
20,Public Lands and Water Management,2015,3,92960820
20,Public Lands and Water Management,2016,2,110286443
20,Public Lands and Water Management,2017,1,97034430
20,Public Lands and Water Management,2017,4,100291569
20,Public Lands and Water Management,2018,3,107785340
20,Public Lands and Water Management,2019,2,92818886
20,Public Lands and Water Management,2020,1,110048754
20,Public Lands and Water Management,2020,4,85505949
20,Public Lands and Water Management,2021,3,81878769
20,Public Lands and Water Management,2022,2,69314915
20,Public Lands and Water Management,2023,1,74685975
20,Public Lands and Water Management,2023,4,84172379
20,Public Lands and Water Management,2024,3,81479093
21,Culture,2010,3,8254430
21,Culture,2011,2,5650618
21,Culture,2012,1,6215118
21,Culture,2012,4,6638559
21,Culture,2013,3,4379817
21,Culture,2014,2,5530266
21,Culture,2015,1,4904573
21,Culture,2015,4,3771897
21,Culture,2016,3,5149225
21,Culture,2017,2,5727109
21,Culture,2018,1,6149015
21,Culture,2018,4,5976121
21,Culture,2019,3,6784427
21,Culture,2020,2,11194726
21,Culture,2021,1,11625791
46,Pharmaceuticals/Drugs,2010,3,92229224
46,Pharmaceuticals/Drugs,2011,2,62214516
46,Pharmaceuticals/Drugs,2012,1,89744385
46,Pharmaceuticals/Drugs,2012,4,59610760
46,Pharmaceuticals/Drugs,2013,3,55623939
46,Pharmaceuticals/Drugs,2014,2,63708335
46,Pharmaceuticals/Drugs,2015,1,62386593
46,Pharmaceuticals/Drugs,2015,4,58939995
46,Pharmaceuticals/Drugs,2016,3,56646954
46,Pharmaceuticals/Drugs,2017,2,56632490
46,Pharmaceuticals/Drugs,2018,1,64814103
46,Pharmaceuticals/Drugs,2018,4,64787148
46,Pharmaceuticals/Drugs,2019,3,77047828
46,Pharmaceuticals/Drugs,2020,2,74731502
46,Pharmaceuticals/Drugs,2021,1,69622778
47,Biotechnology,2010,1,141559674
47,Biotechnology,2010,4,98805144
47,Biotechnology,2011,3,74314169
47,Biotechnology,2012,2,82238885
47,Biotechnology,2013,1,76306769
47,Biotechnology,2013,4,95039379
47,Biotechnology,2014,3,104031822
47,Biotechnology,2015,2,109858350
47,Biotechnology,2016,1,102886689
48,Intellectual Property,2010,2,175825389
48,Intellectual Property,2011,1,198397349
50,FCPA/Foreign Corrupt Practices Act,2021,4,182718851
54,Center for Medicare Services (CMS),2018,3,315196611
54,Center for Medicare Services (CMS),2019,2,288336448
54,Center for Medicare Services (CMS),2020,1,311494337
54,Center for Medicare Services (CMS),2020,4,298567129
54,Center for Medicare Services (CMS),2021,3,298602147
54,Center for Medicare Services (CMS),2022,2,304620856
54,Center for Medicare Services (CMS),2023,1,336372808
54,Center for Medicare Services (CMS),2023,4,324715190
54,Center for Medicare Services (CMS),2024,3,283826144
55,Biologics,2012,4,59610760
55,Biologics,2013,3,55623939
55,Biologics,2014,2,63708335
55,Biologics,2015,1,62386593
55,Biologics,2015,4,58939995
55,Biologics,2016,3,56646954
55,Biologics,2017,2,56632490
55,Biologics,2018,1,64814103
55,Biologics,2018,4,64787148
55,Biologics,2019,3,77047828
55,Biologics,2020,2,74731502
55,Biologics,2021,1,69622778
55,Biologics,2021,4,72301798
55,Biologics,2022,3,75348706
55,Biologics,2023,2,71757261
55,Biologics,2024,1,91170495
56,Biogenerics,2010,1,127544282
56,Biogenerics,2010,4,110443399
56,Biogenerics,2011,3,69038125
56,Biogenerics,2012,2,71898100
56,Biogenerics,2013,1,60481740
56,Biogenerics,2013,4,70664349
56,Biogenerics,2014,3,63123963
56,Biogenerics,2015,2,61666174
56,Biogenerics,2016,1,56505631
56,Biogenerics,2016,4,56803567
56,Biogenerics,2017,3,55500605
56,Biogenerics,2018,2,64746559
56,Biogenerics,2019,1,71308915
57,MRNA/MRNA Vaccines,2010,2,75556907
57,MRNA/MRNA Vaccines,2011,1,69003716
57,MRNA/MRNA Vaccines,2011,4,81851154
57,MRNA/MRNA Vaccines,2012,3,59707072
57,MRNA/MRNA Vaccines,2013,2,56561183
57,MRNA/MRNA Vaccines,2014,1,61205313
59,Generic Drugs/Pharmaceuticals,2021,4,154828773
59,Generic Drugs/Pharmaceuticals,2022,3,183590600
59,Generic Drugs/Pharmaceuticals,2023,2,158476981
59,Generic Drugs/Pharmaceuticals,2024,1,189334016
59,Generic Drugs/Pharmaceuticals,2024,4,182095547
60,Orphan Drugs,2016,4,56803567
60,Orphan Drugs,2017,3,55500605
60,Orphan Drugs,2018,2,64746559
60,Orphan Drugs,2019,1,71308915
60,Orphan Drugs,2019,4,73846318
60,Orphan Drugs,2020,3,71512869
60,Orphan Drugs,2021,2,63827223
60,Orphan Drugs,2022,1,81370666
60,Orphan Drugs,2022,4,73693152
60,Orphan Drugs,2023,3,78732999
60,Orphan Drugs,2024,2,78829716
61,Pharmaceutical Clinical Trials,2014,4,148793005
61,Pharmaceutical Clinical Trials,2015,3,143388001
61,Pharmaceutical Clinical Trials,2016,2,148542185
61,Pharmaceutical Clinical Trials,2017,1,156032452
61,Pharmaceutical Clinical Trials,2017,4,153122083
61,Pharmaceutical Clinical Trials,2018,3,159148872
61,Pharmaceutical Clinical Trials,2019,2,161195902
61,Pharmaceutical Clinical Trials,2020,1,162265420
61,Pharmaceutical Clinical Trials,2020,4,160661096
20,Public Lands and Water Management,2013,1,78711931
20,Public Lands and Water Management,2013,4,92903921
20,Public Lands and Water Management,2014,3,116820201
20,Public Lands and Water Management,2015,2,97233537
20,Public Lands and Water Management,2016,1,92800354
20,Public Lands and Water Management,2016,4,94318935
20,Public Lands and Water Management,2017,3,81952574
20,Public Lands and Water Management,2018,2,97284249
20,Public Lands and Water Management,2019,1,104104211
20,Public Lands and Water Management,2019,4,107792465
20,Public Lands and Water Management,2020,3,106400663
20,Public Lands and Water Management,2021,2,87784226
20,Public Lands and Water Management,2022,1,74675209
46,Pharmaceuticals/Drugs,2021,4,72301798
46,Pharmaceuticals/Drugs,2022,3,75348706
46,Pharmaceuticals/Drugs,2023,2,71757261
46,Pharmaceuticals/Drugs,2024,1,91170495
46,Pharmaceuticals/Drugs,2024,4,75777396
47,Biotechnology,2010,2,102569211
47,Biotechnology,2011,1,100511278
47,Biotechnology,2011,4,74562922
47,Biotechnology,2012,3,80835328
47,Biotechnology,2013,2,75316829
47,Biotechnology,2014,1,95117923
47,Biotechnology,2014,4,103797510
47,Biotechnology,2015,3,103328603
47,Biotechnology,2016,2,108049655
47,Biotechnology,2017,1,99573942
47,Biotechnology,2017,4,87686607
47,Biotechnology,2018,3,80628093
47,Biotechnology,2019,2,103214141
47,Biotechnology,2020,1,124061488
49,Health Systems/Hospital Systems,2014,4,499578360
49,Health Systems/Hospital Systems,2015,3,451383449
49,Health Systems/Hospital Systems,2016,2,467878333
49,Health Systems/Hospital Systems,2017,1,522944569
49,Health Systems/Hospital Systems,2017,4,536081895
49,Health Systems/Hospital Systems,2018,3,502828278
49,Health Systems/Hospital Systems,2019,2,464613578
49,Health Systems/Hospital Systems,2020,1,553443343
49,Health Systems/Hospital Systems,2020,4,533226670
49,Health Systems/Hospital Systems,2021,3,531109586
49,Health Systems/Hospital Systems,2022,2,545945917
49,Health Systems/Hospital Systems,2023,1,592748413
49,Health Systems/Hospital Systems,2023,4,566557324
49,Health Systems/Hospital Systems,2024,3,523974914
50,FCPA/Foreign Corrupt Practices Act,2010,1,178913817
50,FCPA/Foreign Corrupt Practices Act,2010,4,213727520
50,FCPA/Foreign Corrupt Practices Act,2011,3,161279379
50,FCPA/Foreign Corrupt Practices Act,2012,2,203287315
50,FCPA/Foreign Corrupt Practices Act,2013,1,173132389
51,Drug Pricing,2020,4,184402898
51,Drug Pricing,2021,3,145319697
51,Drug Pricing,2022,2,163606076
51,Drug Pricing,2023,1,200054478
51,Drug Pricing,2023,4,182911587
51,Drug Pricing,2024,3,195228816
52,Drug Reimbursement,2010,1,361046285
52,Drug Reimbursement,2010,4,330133560
52,Drug Reimbursement,2011,3,244320284
52,Drug Reimbursement,2012,2,253012974
52,Drug Reimbursement,2013,1,230649899
16,"Space, Science, Technology, and Communications",2015,4,547924422
16,"Space, Science, Technology, and Communications",2016,3,511831822
16,"Space, Science, Technology, and Communications",2017,2,481619315
16,"Space, Science, Technology, and Communications",2018,1,566692587
19,Government Operations,2015,4,477511957
19,Government Operations,2016,3,477521859
19,Government Operations,2017,2,503548650
19,Government Operations,2018,1,609135862
19,Government Operations,2018,4,518343556
19,Government Operations,2019,3,477753133
19,Government Operations,2020,2,538904503
19,Government Operations,2021,1,543618475
19,Government Operations,2021,4,583961146
19,Government Operations,2022,3,612704941
19,Government Operations,2023,2,548403166
19,Government Operations,2024,1,614120956
19,Government Operations,2024,4,551958954
20,Public Lands and Water Management,2018,4,98184630
20,Public Lands and Water Management,2019,3,86394384
20,Public Lands and Water Management,2020,2,95976629
20,Public Lands and Water Management,2021,1,94269118
20,Public Lands and Water Management,2021,4,71658406
20,Public Lands and Water Management,2022,3,69629259
20,Public Lands and Water Management,2023,2,77198472
20,Public Lands and Water Management,2024,1,83134391
20,Public Lands and Water Management,2024,4,90306121
21,Culture,2010,2,9327115
21,Culture,2011,1,6058925
21,Culture,2011,4,6347975
21,Culture,2012,3,9384026
21,Culture,2013,2,10485785
21,Culture,2014,1,4811150
21,Culture,2014,4,5219470
21,Culture,2015,3,3845825
21,Culture,2016,2,5125356
21,Culture,2017,1,5673563
46,Pharmaceuticals/Drugs,2013,4,70664349
46,Pharmaceuticals/Drugs,2014,3,63123963
46,Pharmaceuticals/Drugs,2015,2,61666174
46,Pharmaceuticals/Drugs,2016,1,56505631
46,Pharmaceuticals/Drugs,2016,4,56803567
46,Pharmaceuticals/Drugs,2017,3,55500605
46,Pharmaceuticals/Drugs,2018,2,64746559
46,Pharmaceuticals/Drugs,2019,1,71308915
46,Pharmaceuticals/Drugs,2019,4,73846318
46,Pharmaceuticals/Drugs,2020,3,71512869
46,Pharmaceuticals/Drugs,2021,2,63827223
46,Pharmaceuticals/Drugs,2022,1,81370666
46,Pharmaceuticals/Drugs,2022,4,73693152
46,Pharmaceuticals/Drugs,2023,3,78732999
46,Pharmaceuticals/Drugs,2024,2,78829716
47,Biotechnology,2010,3,218592914
47,Biotechnology,2011,2,76981128
47,Biotechnology,2012,1,83749784
48,Intellectual Property,2010,3,162004395
48,Intellectual Property,2011,2,212461196
48,Intellectual Property,2012,1,188065882
48,Intellectual Property,2012,4,159741495
48,Intellectual Property,2013,3,169499603
48,Intellectual Property,2014,2,217240843
48,Intellectual Property,2015,1,225828553
49,Health Systems/Hospital Systems,2022,4,579769383
49,Health Systems/Hospital Systems,2023,3,511152886
49,Health Systems/Hospital Systems,2024,2,527030328
50,FCPA/Foreign Corrupt Practices Act,2018,3,244279853
50,FCPA/Foreign Corrupt Practices Act,2019,2,195813309
50,FCPA/Foreign Corrupt Practices Act,2020,1,190765570
50,FCPA/Foreign Corrupt Practices Act,2020,4,180722159
50,FCPA/Foreign Corrupt Practices Act,2021,3,176036068
50,FCPA/Foreign Corrupt Practices Act,2022,2,191814005
50,FCPA/Foreign Corrupt Practices Act,2023,1,185920041
50,FCPA/Foreign Corrupt Practices Act,2023,4,201997737
50,FCPA/Foreign Corrupt Practices Act,2024,3,178123606
51,Drug Pricing,2010,1,191497682
51,Drug Pricing,2010,4,213650748
51,Drug Pricing,2011,3,160456991
51,Drug Pricing,2012,2,185016287
51,Drug Pricing,2013,1,159262792
51,Drug Pricing,2013,4,178583665
51,Drug Pricing,2014,3,182351959
51,Drug Pricing,2015,2,163923988
51,Drug Pricing,2016,1,158790435
52,Drug Reimbursement,2023,4,269809046
52,Drug Reimbursement,2024,3,254474947
53,Drug Discount Programs,2010,4,213650748
53,Drug Discount Programs,2011,3,160456991
53,Drug Discount Programs,2012,2,185016287
53,Drug Discount Programs,2013,1,159262792
53,Drug Discount Programs,2013,4,178583665
53,Drug Discount Programs,2014,3,182351959
53,Drug Discount Programs,2015,2,163923988
53,Drug Discount Programs,2016,1,158790435
53,Drug Discount Programs,2016,4,166091157
53,Drug Discount Programs,2017,3,154804697
53,Drug Discount Programs,2018,2,167657799
53,Drug Discount Programs,2019,1,180131986
53,Drug Discount Programs,2019,4,184173166
53,Drug Discount Programs,2020,3,192592721
53,Drug Discount Programs,2021,2,154946257
53,Drug Discount Programs,2022,1,165179730
55,Biologics,2016,4,56803567
55,Biologics,2017,3,55500605
55,Biologics,2018,2,64746559
55,Biologics,2019,1,71308915
55,Biologics,2019,4,73846318
55,Biologics,2020,3,71512869
55,Biologics,2021,2,63827223
55,Biologics,2022,1,81370666
55,Biologics,2022,4,73693152
55,Biologics,2023,3,78732999
55,Biologics,2024,2,78829716
56,Biogenerics,2010,3,92229224
56,Biogenerics,2011,2,62214516
56,Biogenerics,2012,1,89744385
56,Biogenerics,2012,4,59610760
56,Biogenerics,2013,3,55623939
56,Biogenerics,2014,2,63708335
56,Biogenerics,2015,1,62386593
57,MRNA/MRNA Vaccines,2022,4,73693152
57,MRNA/MRNA Vaccines,2023,3,78732999
57,MRNA/MRNA Vaccines,2024,2,78829716
58,Medicare Part D,2010,3,237188225
58,Medicare Part D,2011,2,185213442
58,Medicare Part D,2012,1,226184787
58,Medicare Part D,2012,4,182065267
58,Medicare Part D,2013,3,186366293
58,Medicare Part D,2014,2,199517621
58,Medicare Part D,2015,1,207620417
58,Medicare Part D,2015,4,182126534
58,Medicare Part D,2016,3,185761314
58,Medicare Part D,2017,2,191574560
58,Medicare Part D,2018,1,227929987
58,Medicare Part D,2018,4,208489325
61,Pharmaceutical Clinical Trials,2021,3,126451210
61,Pharmaceutical Clinical Trials,2022,2,141542110
61,Pharmaceutical Clinical Trials,2023,1,159430342
62,Health Insurance,2010,3,404945497
62,Health Insurance,2011,2,369594593
62,Health Insurance,2012,1,406517760
62,Health Insurance,2012,4,394548236
62,Health Insurance,2013,3,358624880
62,Health Insurance,2014,2,427200266
62,Health Insurance,2015,1,391855188
62,Health Insurance,2015,4,344011896
62,Health Insurance,2016,3,341929808
62,Health Insurance,2017,2,384980113
62,Health Insurance,2018,1,431124570
63,Medicaid,2010,1,605461074
63,Medicaid,2010,4,530525578
63,Medicaid,2011,3,449863551
63,Medicaid,2012,2,466975598
63,Medicaid,2013,1,456281020
65,Pharmacy Benefit Managers (PBM),2023,4,144954047
65,Pharmacy Benefit Managers (PBM),2024,3,148887112
66,HIPAA,2018,4,439415572
66,HIPAA,2019,3,430079334
66,HIPAA,2020,2,450726291
66,HIPAA,2021,1,462897051
66,HIPAA,2021,4,463993962
66,HIPAA,2022,3,519806392
66,HIPAA,2023,2,443862873
66,HIPAA,2024,1,506915109
66,HIPAA,2024,4,470706749
67,Affordable Care Act (ACA),2013,4,404672277
67,Affordable Care Act (ACA),2014,3,425222216
67,Affordable Care Act (ACA),2015,2,363318061
67,Affordable Care Act (ACA),2016,1,348748999
67,Affordable Care Act (ACA),2016,4,334931039
67,Affordable Care Act (ACA),2017,3,375565005
67,Affordable Care Act (ACA),2018,2,386850284
67,Affordable Care Act (ACA),2019,1,421661321
67,Affordable Care Act (ACA),2019,4,414347222
67,Affordable Care Act (ACA),2020,3,461703485
67,Affordable Care Act (ACA),2021,2,421556064
67,Affordable Care Act (ACA),2022,1,491031064
67,Affordable Care Act (ACA),2022,4,478055629
67,Affordable Care Act (ACA),2023,3,405082146
67,Affordable Care Act (ACA),2024,2,416052136
68,Controlled Substance Act,2010,2,126612032
68,Controlled Substance Act,2011,1,123535929
68,Controlled Substance Act,2011,4,137335558
68,Controlled Substance Act,2012,3,106850470
68,Controlled Substance Act,2013,2,100262319
68,Controlled Substance Act,2014,1,128925908
68,Controlled Substance Act,2014,4,136811792
68,Controlled Substance Act,2015,3,124288179
68,Controlled Substance Act,2016,2,131776921
68,Controlled Substance Act,2017,1,130796189
68,Controlled Substance Act,2017,4,107829515
68,Controlled Substance Act,2018,3,118379216
68,Controlled Substance Act,2019,2,114849210
68,Controlled Substance Act,2020,1,121751019
69,Right to Try,2010,3,469677600
69,Right to Try,2011,2,409312217
69,Right to Try,2012,1,463849862
69,Right to Try,2012,4,446021423
69,Right to Try,2013,3,393867886
69,Right to Try,2014,2,439420655
69,Right to Try,2015,1,439439751
70,Artificial Intelligence,2010,1,86969493
72,Cloud Computing,2020,4,100484402
50,FCPA/Foreign Corrupt Practices Act,2016,1,178638214
50,FCPA/Foreign Corrupt Practices Act,2016,4,162340376
50,FCPA/Foreign Corrupt Practices Act,2017,3,197295967
50,FCPA/Foreign Corrupt Practices Act,2018,2,228855404
50,FCPA/Foreign Corrupt Practices Act,2019,1,207482061
50,FCPA/Foreign Corrupt Practices Act,2019,4,220476754
50,FCPA/Foreign Corrupt Practices Act,2020,3,180921557
50,FCPA/Foreign Corrupt Practices Act,2021,2,166292948
50,FCPA/Foreign Corrupt Practices Act,2022,1,203189823
50,FCPA/Foreign Corrupt Practices Act,2022,4,192865313
50,FCPA/Foreign Corrupt Practices Act,2023,3,176735394
50,FCPA/Foreign Corrupt Practices Act,2024,2,184555068
51,Drug Pricing,2010,2,164099693
51,Drug Pricing,2011,1,173293757
51,Drug Pricing,2011,4,190270604
51,Drug Pricing,2012,3,177750253
51,Drug Pricing,2013,2,153953165
51,Drug Pricing,2014,1,169933353
51,Drug Pricing,2014,4,170207001
51,Drug Pricing,2015,3,159272983
51,Drug Pricing,2016,2,161646261
51,Drug Pricing,2017,1,169801632
51,Drug Pricing,2017,4,170741038
51,Drug Pricing,2018,3,177327445
51,Drug Pricing,2019,2,185587558
51,Drug Pricing,2020,1,190347876
52,Drug Reimbursement,2019,4,225330131
52,Drug Reimbursement,2020,3,230414434
52,Drug Reimbursement,2021,2,201180469
52,Drug Reimbursement,2022,1,262113410
52,Drug Reimbursement,2022,4,251584507
52,Drug Reimbursement,2023,3,235596223
52,Drug Reimbursement,2024,2,244456817
53,Drug Discount Programs,2014,4,170207001
53,Drug Discount Programs,2015,3,159272983
53,Drug Discount Programs,2016,2,161646261
53,Drug Discount Programs,2017,1,169801632
53,Drug Discount Programs,2017,4,170741038
53,Drug Discount Programs,2018,3,177327445
53,Drug Discount Programs,2019,2,185587558
53,Drug Discount Programs,2020,1,190347876
53,Drug Discount Programs,2020,4,184402898
53,Drug Discount Programs,2021,3,145319697
53,Drug Discount Programs,2022,2,163606076
53,Drug Discount Programs,2023,1,200054478
53,Drug Discount Programs,2023,4,182911587
53,Drug Discount Programs,2024,3,195228816
55,Biologics,2020,4,69900638
55,Biologics,2021,3,65549209
55,Biologics,2022,2,72260268
55,Biologics,2023,1,88161930
55,Biologics,2023,4,81500519
55,Biologics,2024,3,79948275
56,Biogenerics,2010,2,75556907
56,Biogenerics,2011,1,69003716
57,MRNA/MRNA Vaccines,2023,4,81500519
57,MRNA/MRNA Vaccines,2024,3,79948275
58,Medicare Part D,2010,2,199489363
58,Medicare Part D,2011,1,206097531
58,Medicare Part D,2011,4,207849088
58,Medicare Part D,2012,3,176581283
58,Medicare Part D,2013,2,180402264
58,Medicare Part D,2014,1,212721721
58,Medicare Part D,2014,4,190305603
58,Medicare Part D,2015,3,184329788
58,Medicare Part D,2016,2,183405338
58,Medicare Part D,2017,1,213806941
52,Drug Reimbursement,2013,4,253822308
52,Drug Reimbursement,2014,3,249374169
52,Drug Reimbursement,2015,2,222258043
52,Drug Reimbursement,2016,1,205316832
52,Drug Reimbursement,2016,4,208909986
52,Drug Reimbursement,2017,3,184394108
52,Drug Reimbursement,2018,2,212203455
52,Drug Reimbursement,2019,1,217053662
54,Center for Medicare Services (CMS),2013,4,247587872
54,Center for Medicare Services (CMS),2014,3,260465333
54,Center for Medicare Services (CMS),2015,2,266507782
54,Center for Medicare Services (CMS),2016,1,265338657
54,Center for Medicare Services (CMS),2016,4,237727342
54,Center for Medicare Services (CMS),2017,3,279494676
54,Center for Medicare Services (CMS),2018,2,287428816
54,Center for Medicare Services (CMS),2019,1,305201784
54,Center for Medicare Services (CMS),2019,4,292384248
54,Center for Medicare Services (CMS),2020,3,292977743
54,Center for Medicare Services (CMS),2021,2,278181923
54,Center for Medicare Services (CMS),2022,1,337632637
54,Center for Medicare Services (CMS),2022,4,318850647
54,Center for Medicare Services (CMS),2023,3,299912511
54,Center for Medicare Services (CMS),2024,2,308005596
55,Biologics,2010,3,92229224
55,Biologics,2011,2,62214516
55,Biologics,2012,1,89744385
56,Biogenerics,2019,4,73846318
56,Biogenerics,2020,3,71512869
56,Biogenerics,2021,2,63827223
56,Biogenerics,2022,1,81370666
56,Biogenerics,2022,4,73693152
56,Biogenerics,2023,3,78732999
56,Biogenerics,2024,2,78829716
57,MRNA/MRNA Vaccines,2010,3,92229224
57,MRNA/MRNA Vaccines,2011,2,62214516
57,MRNA/MRNA Vaccines,2012,1,89744385
57,MRNA/MRNA Vaccines,2012,4,59610760
57,MRNA/MRNA Vaccines,2013,3,55623939
57,MRNA/MRNA Vaccines,2014,2,63708335
57,MRNA/MRNA Vaccines,2015,1,62386593
57,MRNA/MRNA Vaccines,2015,4,58939995
57,MRNA/MRNA Vaccines,2016,3,56646954
57,MRNA/MRNA Vaccines,2017,2,56632490
57,MRNA/MRNA Vaccines,2018,1,64814103
58,Medicare Part D,2022,4,254239338
58,Medicare Part D,2023,3,260008904
58,Medicare Part D,2024,2,264196847
59,Generic Drugs/Pharmaceuticals,2012,4,173299595
59,Generic Drugs/Pharmaceuticals,2013,3,152911069
59,Generic Drugs/Pharmaceuticals,2014,2,170088939
59,Generic Drugs/Pharmaceuticals,2015,1,170327571
59,Generic Drugs/Pharmaceuticals,2015,4,161426260
