swi_issue_id,issue_name,Year,Quarter,lobbying_expenses
71,Cybersecurity,2012,2,58045848
71,Cybersecurity,2013,1,59992385
72,Cloud Computing,2012,4,70994300
72,Cloud Computing,2013,3,53754626
72,Cloud Computing,2014,2,80537118
72,Cloud Computing,2015,1,76624856
72,Cloud Computing,2015,4,80001931
72,Cloud Computing,2016,3,77834266
72,Cloud Computing,2017,2,70010005
72,Cloud Computing,2018,1,59583602
72,Cloud Computing,2018,4,60947945
72,Cloud Computing,2019,3,89082237
72,Cloud Computing,2020,2,94443502
72,Cloud Computing,2021,1,99408404
72,Cloud Computing,2021,4,128541437
72,Cloud Computing,2022,3,127885731
72,Cloud Computing,2023,2,120414423
72,Cloud Computing,2024,1,137997068
69,Right to Try,2019,4,456881830
69,Right to Try,2020,3,494841265
69,Right to Try,2021,2,451671281
69,Right to Try,2022,1,503248591
69,Right to Try,2022,4,505193488
69,Right to Try,2023,3,455095602
69,Right to Try,2024,2,464915890
70,Artificial Intelligence,2014,4,84402226
70,Artificial Intelligence,2015,3,82108415
70,Artificial Intelligence,2016,2,85699051
70,Artificial Intelligence,2017,1,74782192
70,Artificial Intelligence,2017,4,67997615
70,Artificial Intelligence,2018,3,58584038
70,Artificial Intelligence,2019,2,80788381
70,Artificial Intelligence,2020,1,99320238
70,Artificial Intelligence,2020,4,100484402
70,Artificial Intelligence,2021,3,116013163
70,Artificial Intelligence,2022,2,124050877
70,Artificial Intelligence,2023,1,115382447
70,Artificial Intelligence,2023,4,122417033
70,Artificial Intelligence,2024,3,120098450
71,Cybersecurity,2010,3,195871429
71,Cybersecurity,2011,2,54986082
71,Cybersecurity,2012,1,65019465
71,Cybersecurity,2012,4,70994300
71,Cybersecurity,2013,3,53754626
71,Cybersecurity,2014,2,80537118
71,Cybersecurity,2015,1,76624856
71,Cybersecurity,2015,4,80001931
71,Cybersecurity,2016,3,77834266
71,Cybersecurity,2017,2,70010005
71,Cybersecurity,2018,1,59583602
71,Cybersecurity,2018,4,60947945
71,Cybersecurity,2019,3,89082237
71,Cybersecurity,2020,2,94443502
71,Cybersecurity,2021,1,99408404
72,Cloud Computing,2010,1,86969493
72,Cloud Computing,2010,4,67194728
72,Cloud Computing,2011,3,53992491
72,Cloud Computing,2012,2,58045848
72,Cloud Computing,2013,1,59992385
72,Cloud Computing,2013,4,78490004
72,Cloud Computing,2014,3,85816053
72,Cloud Computing,2015,2,88936445
72,Cloud Computing,2016,1,83463103
69,Right to Try,2021,4,463993962
69,Right to Try,2022,3,519806392
69,Right to Try,2023,2,443862873
69,Right to Try,2024,1,506915109
69,Right to Try,2024,4,470706749
70,Artificial Intelligence,2018,4,60947945
70,Artificial Intelligence,2019,3,89082237
70,Artificial Intelligence,2020,2,94443502
70,Artificial Intelligence,2021,1,99408404
70,Artificial Intelligence,2021,4,128541437
70,Artificial Intelligence,2022,3,127885731
70,Artificial Intelligence,2023,2,120414423
70,Artificial Intelligence,2024,1,137997068
70,Artificial Intelligence,2024,4,127046442
71,Cybersecurity,2010,2,80117022
71,Cybersecurity,2011,1,82181877
71,Cybersecurity,2011,4,55842039
71,Cybersecurity,2012,3,60442457
71,Cybersecurity,2013,2,58710825
71,Cybersecurity,2014,1,79008940
71,Cybersecurity,2014,4,84402226
71,Cybersecurity,2015,3,82108415
71,Cybersecurity,2016,2,85699051
71,Cybersecurity,2017,1,74782192
72,Cloud Computing,2010,2,80117022
72,Cloud Computing,2011,1,82181877
72,Cloud Computing,2011,4,55842039
72,Cloud Computing,2012,3,60442457
72,Cloud Computing,2013,2,58710825
72,Cloud Computing,2014,1,79008940
72,Cloud Computing,2014,4,84402226
72,Cloud Computing,2015,3,82108415
72,Cloud Computing,2016,2,85699051
72,Cloud Computing,2017,1,74782192
72,Cloud Computing,2017,4,67997615
72,Cloud Computing,2018,3,58584038
72,Cloud Computing,2019,2,80788381
72,Cloud Computing,2020,1,99320238
20,Public Lands and Water Management,2012,4,87408763
20,Public Lands and Water Management,2013,3,87481825
20,Public Lands and Water Management,2014,2,100996642
20,Public Lands and Water Management,2015,1,88650604
20,Public Lands and Water Management,2015,4,86593444
20,Public Lands and Water Management,2016,3,95140174
20,Public Lands and Water Management,2017,2,82983463
20,Public Lands and Water Management,2018,1,104003854
21,Culture,2010,1,13585782
21,Culture,2010,4,10715771
21,Culture,2011,3,4959034
21,Culture,2012,2,5942412
21,Culture,2013,1,9404142
46,Pharmaceuticals/Drugs,2017,4,56996939
46,Pharmaceuticals/Drugs,2018,3,62266683
46,Pharmaceuticals/Drugs,2019,2,69243176
46,Pharmaceuticals/Drugs,2020,1,77564956
46,Pharmaceuticals/Drugs,2020,4,69900638
46,Pharmaceuticals/Drugs,2021,3,65549209
46,Pharmaceuticals/Drugs,2022,2,72260268
46,Pharmaceuticals/Drugs,2023,1,88161930
46,Pharmaceuticals/Drugs,2023,4,81500519
46,Pharmaceuticals/Drugs,2024,3,79948275
47,Biotechnology,2012,4,92989665
47,Biotechnology,2013,3,68155772
47,Biotechnology,2014,2,96763044
47,Biotechnology,2015,1,96699868
47,Biotechnology,2015,4,101464765
47,Biotechnology,2016,3,98128889
47,Biotechnology,2017,2,90200287
47,Biotechnology,2018,1,82335308
47,Biotechnology,2018,4,81778948
47,Biotechnology,2019,3,113348858
47,Biotechnology,2020,2,120560112
47,Biotechnology,2021,1,122540346
47,Biotechnology,2021,4,151468747
47,Biotechnology,2022,3,154328957
47,Biotechnology,2023,2,143786752
47,Biotechnology,2024,1,164742207
48,Intellectual Property,2023,4,150231872
48,Intellectual Property,2024,3,146837461
49,Health Systems/Hospital Systems,2018,4,476386897
49,Health Systems/Hospital Systems,2019,3,462609891
49,Health Systems/Hospital Systems,2020,2,508344986
49,Health Systems/Hospital Systems,2021,1,511561614
49,Health Systems/Hospital Systems,2021,4,543713874
49,Health Systems/Hospital Systems,2022,3,602818942
49,Health Systems/Hospital Systems,2023,2,516327089
49,Health Systems/Hospital Systems,2024,1,597980770
49,Health Systems/Hospital Systems,2024,4,551309519
51,Drug Pricing,2024,4,182095547
52,Drug Reimbursement,2010,3,319740581
52,Drug Reimbursement,2011,2,247144792
52,Drug Reimbursement,2012,1,293605012
52,Drug Reimbursement,2012,4,262615016
52,Drug Reimbursement,2013,3,228200582
52,Drug Reimbursement,2014,2,252053899
52,Drug Reimbursement,2015,1,218376164
53,Drug Discount Programs,2010,1,191497682
54,Center for Medicare Services (CMS),2010,3,275822488
54,Center for Medicare Services (CMS),2011,2,235305036
54,Center for Medicare Services (CMS),2012,1,267883327
54,Center for Medicare Services (CMS),2012,4,283914455
54,Center for Medicare Services (CMS),2013,3,234455443
54,Center for Medicare Services (CMS),2014,2,256141281
54,Center for Medicare Services (CMS),2015,1,263138208
54,Center for Medicare Services (CMS),2015,4,242021536
54,Center for Medicare Services (CMS),2016,3,254744458
54,Center for Medicare Services (CMS),2017,2,279230009
54,Center for Medicare Services (CMS),2018,1,334400489
54,Center for Medicare Services (CMS),2018,4,310617984
54,Center for Medicare Services (CMS),2019,3,282886550
54,Center for Medicare Services (CMS),2020,2,277877065
54,Center for Medicare Services (CMS),2021,1,300157560
55,Biologics,2010,1,127544282
55,Biologics,2010,4,110443399
55,Biologics,2011,3,69038125
55,Biologics,2012,2,71898100
55,Biologics,2013,1,60481740
55,Biologics,2013,4,70664349
55,Biologics,2014,3,63123963
55,Biologics,2015,2,61666174
55,Biologics,2016,1,56505631
56,Biogenerics,2015,4,58939995
56,Biogenerics,2016,3,56646954
56,Biogenerics,2017,2,56632490
56,Biogenerics,2018,1,64814103
56,Biogenerics,2018,4,64787148
56,Biogenerics,2019,3,77047828
56,Biogenerics,2020,2,74731502
56,Biogenerics,2021,1,69622778
56,Biogenerics,2021,4,72301798
56,Biogenerics,2022,3,75348706
56,Biogenerics,2023,2,71757261
56,Biogenerics,2024,1,91170495
57,MRNA/MRNA Vaccines,2010,4,110443399
57,MRNA/MRNA Vaccines,2011,3,69038125
57,MRNA/MRNA Vaccines,2012,2,71898100
57,MRNA/MRNA Vaccines,2013,1,60481740
57,MRNA/MRNA Vaccines,2013,4,70664349
57,MRNA/MRNA Vaccines,2014,3,63123963
57,MRNA/MRNA Vaccines,2015,2,61666174
57,MRNA/MRNA Vaccines,2016,1,56505631
57,MRNA/MRNA Vaccines,2016,4,56803567
57,MRNA/MRNA Vaccines,2017,3,55500605
57,MRNA/MRNA Vaccines,2018,2,64746559
57,MRNA/MRNA Vaccines,2019,1,71308915
57,MRNA/MRNA Vaccines,2019,4,73846318
57,MRNA/MRNA Vaccines,2020,3,71512869
57,MRNA/MRNA Vaccines,2021,2,63827223
57,MRNA/MRNA Vaccines,2022,1,81370666
58,Medicare Part D,2021,4,254303053
58,Medicare Part D,2022,3,257264417
58,Medicare Part D,2023,2,250314666
58,Medicare Part D,2024,1,316052082
58,Medicare Part D,2024,4,250639137
59,Generic Drugs/Pharmaceuticals,2016,4,166091157
59,Generic Drugs/Pharmaceuticals,2017,3,154804697
59,Generic Drugs/Pharmaceuticals,2018,2,167657799
59,Generic Drugs/Pharmaceuticals,2019,1,180131986
59,Generic Drugs/Pharmaceuticals,2019,4,184173166
59,Generic Drugs/Pharmaceuticals,2020,3,192592721
59,Generic Drugs/Pharmaceuticals,2021,2,154946257
59,Generic Drugs/Pharmaceuticals,2022,1,165179730
59,Generic Drugs/Pharmaceuticals,2022,4,177008612
59,Generic Drugs/Pharmaceuticals,2023,3,179538939
59,Generic Drugs/Pharmaceuticals,2024,2,182342379
60,Orphan Drugs,2024,4,75777396
61,Pharmaceutical Clinical Trials,2019,4,156211474
61,Pharmaceutical Clinical Trials,2020,3,170975356
61,Pharmaceutical Clinical Trials,2021,2,135635604
61,Pharmaceutical Clinical Trials,2022,1,135893332
61,Pharmaceutical Clinical Trials,2022,4,157588658
61,Pharmaceutical Clinical Trials,2023,3,148073620
61,Pharmaceutical Clinical Trials,2024,2,151955321
62,Health Insurance,2010,1,499840208
62,Health Insurance,2010,4,455968791
62,Health Insurance,2011,3,362207565
62,Health Insurance,2012,2,406142048
62,Health Insurance,2013,1,363608542
64,Medicare,2010,1,605461074
64,Medicare,2010,4,530525578
64,Medicare,2011,3,449863551
64,Medicare,2012,2,466975598
64,Medicare,2013,1,456281020
64,Medicare,2013,4,469116817
64,Medicare,2014,3,458778558
64,Medicare,2015,2,466735485
64,Medicare,2016,1,455985222
65,Pharmacy Benefit Managers (PBM),2010,2,137370851
65,Pharmacy Benefit Managers (PBM),2011,1,130502158
66,HIPAA,2010,4,483322295
66,HIPAA,2011,3,407797780
66,HIPAA,2012,2,464235172
66,HIPAA,2013,1,412634436
66,HIPAA,2013,4,442301608
66,HIPAA,2014,3,447168813
66,HIPAA,2015,2,428946366
66,HIPAA,2016,1,416007425
66,HIPAA,2016,4,417266160
66,HIPAA,2017,3,424004038
66,HIPAA,2018,2,441085361
66,HIPAA,2019,1,464861534
66,HIPAA,2019,4,456881830
66,HIPAA,2020,3,494841265
66,HIPAA,2021,2,451671281
66,HIPAA,2022,1,503248591
67,Affordable Care Act (ACA),2010,2,441657829
67,Affordable Care Act (ACA),2011,1,413052944
67,Affordable Care Act (ACA),2011,4,384202338
67,Affordable Care Act (ACA),2012,3,383951900
67,Affordable Care Act (ACA),2013,2,348599183
67,Affordable Care Act (ACA),2014,1,405244784
67,Affordable Care Act (ACA),2014,4,400150414
67,Affordable Care Act (ACA),2015,3,357871486
67,Affordable Care Act (ACA),2016,2,344619121
67,Affordable Care Act (ACA),2017,1,425568796
68,Controlled Substance Act,2016,4,119787960
68,Controlled Substance Act,2017,3,102644615
68,Controlled Substance Act,2018,2,117725721
68,Controlled Substance Act,2019,1,119861790
68,Controlled Substance Act,2019,4,119482745
68,Controlled Substance Act,2020,3,139420161
68,Controlled Substance Act,2021,2,125754797
68,Controlled Substance Act,2022,1,119983968
68,Controlled Substance Act,2022,4,134004980
68,Controlled Substance Act,2023,3,138600316
68,Controlled Substance Act,2024,2,144368316
69,Right to Try,2011,4,437098501
69,Right to Try,2012,3,436139570
69,Right to Try,2013,2,392714372
69,Right to Try,2014,1,440370159
69,Right to Try,2014,4,428684750
69,Right to Try,2015,3,407034459
69,Right to Try,2016,2,423907628
69,Right to Try,2017,1,478513863
69,Right to Try,2017,4,476356019
69,Right to Try,2018,3,461944174
69,Right to Try,2019,2,445218321
69,Right to Try,2020,1,503603700
69,Right to Try,2020,4,487991485
69,Right to Try,2021,3,455230071
69,Right to Try,2022,2,476679633
69,Right to Try,2023,1,508511831
70,Artificial Intelligence,2022,4,120333516
70,Artificial Intelligence,2023,3,111306893
70,Artificial Intelligence,2024,2,119921694
71,Cybersecurity,2017,4,67997615
71,Cybersecurity,2018,3,58584038
71,Cybersecurity,2019,2,80788381
71,Cybersecurity,2020,1,99320238
71,Cybersecurity,2020,4,100484402
71,Cybersecurity,2021,3,116013163
71,Cybersecurity,2022,2,124050877
71,Cybersecurity,2023,1,115382447
71,Cybersecurity,2023,4,122417033
71,Cybersecurity,2024,3,120098450
